MGI:98493	MP:0001850,MP:0004469,MP:0000088,MP:0013174,MP:0001823,MP:0001698,MP:0009887,MP:0005380,MP:0000036,MP:0000024,MP:0004160,MP:0010418,MP:0010584,MP:0001100,MP:0011088,MP:0031462,MP:0000049,MP:0001074,MP:0003703,MP:0010454,MP:0006346,MP:0030535,MP:0021215,MP:0000026,MP:0002082,MP:0003755,MP:0002950,MP:0005394,MP:0009888,MP:0030334,MP:0001096,MP:0004569,MP:0005382,MP:0003056,MP:0005385,MP:0004568,MP:0001068,MP:0006285,MP:0005390,MP:0030872,MP:0006344,MP:0000030,MP:0009890,MP:0006339,MP:0005378,MP:0010465,MP:0000111,MP:0030341,MP:0002177,MP:0004310,MP:0030335,MP:0004159,MP:0000729,MP:0005579,MP:0004314,MP:0005397,MP:0004113,MP:0010583,MP:0030867,MP:0001075,MP:0002263,MP:0005105,MP:0000438,MP:0000267,MP:0005381,MP:0004914,MP:0031461,MP:0004607,MP:0000680,MP:0004236,MP:0001065,MP:0030340,MP:0000022,MP:0010771,MP:0002884,MP:0006020,MP:0003147,MP:0000018,MP:0010402,MP:0009655,MP:0004158,MP:0004157,MP:0011967,MP:0006031,MP:0003743,MP:0004912,MP:0002639,MP:0009653,MP:0006107,MP:0001056,MP:0005386,MP:0001073,MP:0001953,MP:0005387,MP:0004572,MP:0030137,MP:0012721,MP:0004787,MP:0000704,MP:0005384,MP:0011087,MP:0002253,MP:0003874,MP:0004790,MP:0031463,MP:0002192,MP:0005272,MP:0010729,MP:0005376,MP:0003631,MP:0006340,MP:0000705,MP:0005377,MP:0005388,MP:0006354,MP:0004238,MP:0002633,MP:0006126,MP:0006345,MP:0002428,MP:0004161,MP:0003142,MP:0002672,MP:0010768,MP:0004555,MP:0000284,MP:0005107,MP:0005369,MP:0005391,MP:0005379
MGI:1914505	MP:0005369,MP:0005391,MP:0005386,MP:0005376,MP:0005378,MP:0005384
MGI:3526447	MP:0013758,MP:0005458,MP:0000676,MP:0005381,MP:0005375,MP:0005386,MP:0005448,MP:0005669,MP:0001264,MP:0005378,MP:0006094,MP:0001261,MP:0001260,MP:0005449,MP:0005178,MP:0005376
MGI:1913276	MP:0010768,MP:0005384
MGI:2384752	MP:0005378,MP:0005376,MP:0010768,MP:0005388,MP:0005384
MGI:1321394	MP:0005391,MP:0005390,MP:0005397,MP:0005387,MP:0005378,MP:0005385
MGI:2685397	MP:0001577,MP:0004794,MP:0002006,MP:0005381,MP:0005384,MP:0005371,MP:0005388,MP:0005367,MP:0005370,MP:0005397,MP:0005380,MP:0000702,MP:0005390,MP:0002145,MP:0004762,MP:0002743,MP:0005387,MP:0005378,MP:0010768,MP:0005379,MP:0003179,MP:0005376,MP:0003631,MP:0001860
MGI:1934234	MP:0005390,MP:0005375,MP:0005376,MP:0010768,MP:0005378,MP:0005371
MGI:1916617	MP:0005391,MP:0005376
MGI:101895	MP:0005375,MP:0005379,MP:0005378,MP:0005370,MP:0010768,MP:0010771,MP:0003631
MGI:97509	MP:0005386,MP:0003631
MGI:102928	MP:0005376
MGI:1917700	MP:0001577,MP:0002451,MP:0000220,MP:0000691,MP:0005397,MP:0000219,MP:0020916,MP:0005390,MP:0008523,MP:0031070,MP:0005079,MP:0005387,MP:0005378,MP:0020913,MP:0003179,MP:0003009,MP:0002397,MP:0010766,MP:0005376,MP:0003631,MP:0008078
MGI:1313258	MP:0005397,MP:0010768,MP:0005376,MP:0005387,MP:0005384
MGI:1313278	MP:0004991,MP:0001463,MP:0000063,MP:0008271,MP:0005384,MP:0005386,MP:0005397,MP:0002906,MP:0000812,MP:0005390,MP:0003232,MP:0005387,MP:0005378,MP:0010768,MP:0010879,MP:0004989,MP:0005379,MP:0003631,MP:0000135
MGI:1921493	nan
MGI:107619	MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0005369,MP:0005375,MP:0005386,MP:0005367,MP:0005370,MP:0005397,MP:0005376
MGI:2136459	MP:0005380,MP:0010771,MP:0010768,MP:0005378
MGI:88516	MP:0001306,MP:0010053,MP:0009414,MP:0002579,MP:0005388,MP:0005384,MP:0005385,MP:0005386,MP:0009404,MP:0003237,MP:0005370,MP:0001312,MP:0010771,MP:0000751,MP:0009419,MP:0010768,MP:0005378,MP:0030938,MP:0005369,MP:0005391,MP:0002840,MP:0001297,MP:0005376,MP:0001304
MGI:3647683	nan
MGI:2679253	nan
MGI:108075	MP:0005377,MP:0005382,MP:0002006,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005371,MP:0005386,MP:0005380,MP:0005390,MP:0010771,MP:0010768,MP:0005378,MP:0005369,MP:0005391,MP:0005379,MP:0005376,MP:0003631
MGI:1917274	MP:0010768,MP:0005380,MP:0005376,MP:0005384
MGI:1914824	MP:0005387,MP:0005378,MP:0005385,MP:0010768,MP:0005390,MP:0005375,MP:0005386,MP:0005397,MP:0005380,MP:0005376,MP:0003631
MGI:87971	MP:0011086,MP:0009719,MP:0000774,MP:0000851,MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0005391,MP:0005386,MP:0000886,MP:0005367,MP:0009959,MP:0005376,MP:0003631,MP:0000864,MP:0001265
MGI:3718546	nan
MGI:1353436	nan
MGI:3039561	nan
MGI:2448300	nan
MGI:2676843	nan
MGI:1920232	MP:0005390,MP:0005386,MP:0005397,MP:0005387,MP:0005378,MP:0005385,MP:0003631
MGI:3616076	nan
MGI:101896	MP:0005386,MP:0005378,MP:0005376,MP:0010768,MP:0005388,MP:0003631
MGI:2685861	nan
MGI:3028642	MP:0010768
MGI:2687054	nan
MGI:88135	MP:0010301,MP:0005378,MP:0002006,MP:0005211,MP:0005376,MP:0005381,MP:0010792
MGI:96009	MP:0005375,MP:0005367,MP:0005379,MP:0005376,MP:0005378,MP:0005384
MGI:1351333	MP:0010768,MP:0005397,MP:0005387,MP:0005370
MGI:1923136	nan
MGI:1918054	MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005379,MP:0005380,MP:0005397,MP:0005376
MGI:1917819	MP:0010768,MP:0005380,MP:0005386,MP:0005376
MGI:1921348	nan
MGI:3039582	MP:0005389,MP:0005386,MP:0005376,MP:0005378,MP:0003631
MGI:1915130	MP:0005378,MP:0005385
MGI:1918427	nan
MGI:1933154	MP:0005377,MP:0003631,MP:0005378
MGI:2179942	MP:0005391,MP:0005387
MGI:1916394	MP:0005389,MP:0010768,MP:0005384
MGI:1096349	MP:0005377,MP:0005386,MP:0003631
MGI:3619432	nan
MGI:2444594	MP:0005387,MP:0005381,MP:0005378,MP:0010768,MP:0005391,MP:0005386,MP:0005367,MP:0005379,MP:0005397
MGI:2429660	MP:0005389,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0005391,MP:0010768,MP:0005375,MP:0005379,MP:0005397,MP:0005376
MGI:1338883	MP:0005382,MP:0005378,MP:0005385,MP:0005391,MP:0005390,MP:0005386,MP:0005397,MP:0005376
MGI:3619324	MP:0002006,MP:0005387,MP:0005376
MGI:3648770	MP:0005380,MP:0005384
MGI:1096359	MP:0005389,MP:0010768,MP:0005378,MP:0005381,MP:0005371,MP:0005385,MP:0005367,MP:0005380,MP:0005390,MP:0003631
MGI:1924058	nan
MGI:88381	MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0005391,MP:0010768,MP:0005386,MP:0005397,MP:0005380,MP:0005376,MP:0003631
MGI:1916372	nan
MGI:88547	MP:0005389,MP:0005387,MP:0005378,MP:0005385,MP:0005384,MP:0005390,MP:0005386,MP:0005379,MP:0005397,MP:0005376,MP:0010771
MGI:1914273	MP:0005386,MP:0010768,MP:0003631,MP:0005384
MGI:105065	MP:0010771,MP:0005390,MP:0005378,MP:0005385
MGI:2182079	MP:0005385,MP:0005378,MP:0005367,MP:0005389
MGI:103075	MP:0005397,MP:0005380,MP:0005376,MP:0010768,MP:0005384
MGI:1914407	MP:0008515,MP:0003729,MP:0001326,MP:0005386,MP:0012029,MP:0001004,MP:0004022,MP:0001327,MP:0004021,MP:0012144,MP:0012147,MP:0012150,MP:0012143,MP:0005391,MP:0011965,MP:0003631,MP:0008587
MGI:1919079	nan
MGI:2441827	MP:0005391,MP:0005386,MP:0005385
MGI:99613	MP:0002461,MP:0005384,MP:0008075,MP:0008079,MP:0005390,MP:0010771,MP:0005014,MP:0002935,MP:0005095,MP:0002936,MP:0003724,MP:0005002,MP:0002145,MP:0008049,MP:0008688,MP:0001829,MP:0001861,MP:0004917,MP:0008828,MP:0004919,MP:0001246,MP:0003189,MP:0005376,MP:0008681,MP:0005388,MP:0030795,MP:0005397,MP:0003561,MP:0003725,MP:0000066,MP:0003850,MP:0004974,MP:0005387,MP:0008826,MP:0008827,MP:0005379
MGI:1339713	MP:0005369,MP:0005386,MP:0005387,MP:0005378
MGI:109520	MP:0001463,MP:0003648,MP:0000819,MP:0001889,MP:0005384,MP:0011155,MP:0000885,MP:0005386,MP:0000807,MP:0001513,MP:0000812,MP:0008284,MP:0001265,MP:0005389,MP:0000934,MP:0011085,MP:0010768,MP:0005378,MP:0000790,MP:0005379,MP:0011380,MP:0001405,MP:0003631
MGI:1914228	MP:0001186,MP:0005387,MP:0005378,MP:0005385,MP:0005391,MP:0005367,MP:0005370,MP:0005397,MP:0010771
MGI:2684940	MP:0005386,MP:0005375,MP:0005376,MP:0005378
MGI:103206	MP:0005386,MP:0005387,MP:0005397
MGI:109552	MP:0010768,MP:0005386,MP:0005376
MGI:1918673	MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005371,MP:0005369,MP:0005390,MP:0005391,MP:0005375,MP:0005386,MP:0010768,MP:0005397,MP:0005376,MP:0003631
MGI:1354692	MP:0010768
MGI:95594	MP:0005387,MP:0005378,MP:0005384,MP:0005390,MP:0005375,MP:0005386,MP:0005367,MP:0005397,MP:0005376
MGI:2146838	MP:0005386,MP:0003631
MGI:1277133	MP:0005387
MGI:88414	MP:0001504,MP:0004077,MP:0001394,MP:0001442,MP:0000825,MP:0001399,MP:0001396,MP:0002757,MP:0004079,MP:0000781
MGI:2444173	nan
MGI:2450529	MP:0005384,MP:0005370,MP:0010768,MP:0005376,MP:0005397,MP:0005387,MP:0005385
MGI:3649608	nan
MGI:1920248	nan
MGI:3705221	nan
MGI:1914515	MP:0001186,MP:0005387,MP:0010768,MP:0005384,MP:0005386,MP:0005379,MP:0005397,MP:0005376,MP:0010771
MGI:101788	nan
MGI:104695	MP:0003620,MP:0005381,MP:0005388,MP:0005618,MP:0014206,MP:0005386,MP:0005367,MP:0011462,MP:0003717,MP:0010771,MP:0005627,MP:0005634,MP:0011086,MP:0006316,MP:0011163,MP:0005202,MP:0010768,MP:0005378,MP:0001263,MP:0005376,MP:0014182
MGI:1917630	MP:0005397
MGI:106222	MP:0005379,MP:0002006,MP:0005387,MP:0005378,MP:0005385,MP:0010768,MP:0005390,MP:0005370,MP:0005397,MP:0005376,MP:0003631
MGI:1202888	nan
MGI:1346047	MP:0010768,MP:0005378,MP:0005385,MP:0005375,MP:0005386,MP:0005367,MP:0005397,MP:0005376,MP:0003631
MGI:2685047	MP:0005391,MP:0005386,MP:0005380,MP:0010768,MP:0003631
MGI:2148796	MP:0005377
MGI:2448351	nan
MGI:1334416	nan
MGI:1913583	MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0005391,MP:0005367,MP:0005370,MP:0005397,MP:0005376
MGI:108176	MP:0005388,MP:0005386,MP:0003631,MP:0005378
MGI:98352	MP:0001186,MP:0002006,MP:0000849,MP:0000745,MP:0005384,MP:0005371,MP:0005385,MP:0005375,MP:0005386,MP:0005201,MP:0005367,MP:0005370,MP:0005397,MP:0002795,MP:0008511,MP:0001325,MP:0003728,MP:0010771,MP:0001406,MP:0001393,MP:0001523,MP:0001732,MP:0000788,MP:0011085,MP:0002628,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0008025,MP:0001330,MP:0002654,MP:0005376,MP:0003631,MP:0005277
MGI:2141861	MP:0005389,MP:0005378,MP:0005380,MP:0010768,MP:0005381,MP:0005385,MP:0003631
MGI:105066	MP:0005377,MP:0010768,MP:0005378,MP:0005384,MP:0005391,MP:0005375,MP:0005386,MP:0005397,MP:0005380,MP:0005376
MGI:2682064	MP:0010412,MP:0005382,MP:0002135,MP:0010884,MP:0005381,MP:0005384,MP:0005385,MP:0005325,MP:0003109,MP:0004355,MP:0005367,MP:0005380,MP:0005390,MP:0000358,MP:0009743,MP:0009890,MP:0002282,MP:0005378,MP:0000445,MP:0003130,MP:0002765,MP:0010413,MP:0002081,MP:0003276,MP:0005376,MP:0003631,MP:0011380,MP:0002764,MP:0010881,MP:0005388,MP:0005371,MP:0001891,MP:0011089,MP:0004359,MP:0004131,MP:0005389,MP:0010768,MP:0008772,MP:0004686,MP:0004351,MP:0005391,MP:0005379,MP:0008725
MGI:99146	MP:0005382,MP:0010771,MP:0010768,MP:0005378,MP:0005384,MP:0005385,MP:0005388,MP:0005390,MP:0005370,MP:0005380,MP:0005397,MP:0005376,MP:0003631
MGI:2443514	MP:0005370,MP:0005378,MP:0005384,MP:0005385,MP:0010768,MP:0005367,MP:0005379,MP:0005380,MP:0005376
MGI:1920480	MP:0005377,MP:0005382,MP:0010768,MP:0005378,MP:0005385,MP:0005371,MP:0005388,MP:0005391,MP:0005367,MP:0005380,MP:0005390,MP:0003631
MGI:3645598	nan
MGI:2155884	nan
MGI:1915189	nan
MGI:1098282	MP:0005387,MP:0005376,MP:0005378,MP:0005385
MGI:1889850	MP:0005377,MP:0005376,MP:0003631,MP:0005397
MGI:1923671	MP:0005389,MP:0005376,MP:0005384,MP:0005379
MGI:3619396	nan
MGI:1345142	nan
MGI:108068	MP:0005391,MP:0005390,MP:0005387,MP:0005397
MGI:2669035	MP:0005394
MGI:2670966	nan
MGI:106664	MP:0005387,MP:0005384,MP:0005397
MGI:98247	MP:0005391,MP:0005386,MP:0010768,MP:0005378,MP:0003631
MGI:2686925	MP:0005391,MP:0005376,MP:0005397
MGI:3030642	nan
MGI:1919419	MP:0005386,MP:0005375,MP:0005378
MGI:3588195	MP:0001262,MP:0005382,MP:0002543,MP:0002764,MP:0004634,MP:0008844,MP:0011101,MP:0005371,MP:0005375,MP:0003409,MP:0008525,MP:0005390,MP:0010771,MP:0001265,MP:0002113,MP:0000137,MP:0001200,MP:0010768,MP:0005378,MP:0002544,MP:0004686,MP:0004351,MP:0014106,MP:0005501,MP:0005376,MP:0020253
MGI:2669033	nan
MGI:1914322	MP:0005391,MP:0005377,MP:0005386,MP:0005390
MGI:1298230	MP:0005389,MP:0005370,MP:0005378,MP:0005384,MP:0005385,MP:0005375,MP:0005386,MP:0005367,MP:0005379,MP:0005397,MP:0005390
MGI:2443796	nan
MGI:2182591	nan
MGI:2136689	nan
MGI:2443088	MP:0005386,MP:0005387,MP:0005397
MGI:1347487	MP:0005379,MP:0002006,MP:0005387,MP:0005378,MP:0005381,MP:0005384,MP:0005369,MP:0005385,MP:0005388,MP:0010768,MP:0003331,MP:0004499,MP:0005370,MP:0005376
MGI:1890651	MP:0005389,MP:0005379,MP:0005376,MP:0005397,MP:0005387,MP:0010771,MP:0005384
MGI:1099446	MP:0005386,MP:0003631
MGI:1196316	MP:0005391,MP:0005397
MGI:3031336	nan
MGI:3718516	nan
MGI:2384836	MP:0005380,MP:0010768,MP:0005378,MP:0005384
MGI:1341836	MP:0005397,MP:0005387,MP:0010768,MP:0005378,MP:0005384
MGI:1196908	nan
MGI:2685847	MP:0005377,MP:0005386,MP:0011966,MP:0011967,MP:0003631
MGI:1919344	nan
MGI:3031075	nan
MGI:1916559	MP:0005375,MP:0005370,MP:0005376,MP:0005378,MP:0005384
MGI:1919857	MP:0005388,MP:0005375,MP:0005387,MP:0005378
MGI:1890457	MP:0005384,MP:0005376,MP:0005367
MGI:108571	MP:0005389,MP:0010768,MP:0005381,MP:0005378,MP:0005384,MP:0005385,MP:0005391,MP:0005386,MP:0005379,MP:0005380,MP:0003631
MGI:2664357	MP:0005391,MP:0005390,MP:0010771,MP:0005397
MGI:1918629	nan
MGI:3815050	nan
MGI:1919197	MP:0005382,MP:0010768,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0005397,MP:0005390,MP:0003631
MGI:1309481	MP:0005380,MP:0010768,MP:0005378,MP:0005384
MGI:1923502	nan
MGI:95321	MP:0010768,MP:0005370
MGI:108470	MP:0005387,MP:0005381,MP:0005397
MGI:2177469	MP:0005389,MP:0005370,MP:0005378,MP:0005384,MP:0005387,MP:0005375,MP:0005379,MP:0005397,MP:0005376
MGI:107932	MP:0010563,MP:0004084,MP:0003819,MP:0010955,MP:0005598,MP:0003913,MP:0005384,MP:0005385,MP:0010579,MP:0002833,MP:0005389,MP:0011631,MP:0002083,MP:0001544,MP:0003822,MP:0010768,MP:0005378,MP:0001263,MP:0008772,MP:0005369,MP:0006035,MP:0005281,MP:0001935,MP:0000274,MP:0003915,MP:0003141,MP:0005376
MGI:98385	MP:0002447,MP:0001186,MP:0000602,MP:0010922,MP:0000220,MP:0005048,MP:0002874,MP:0006050,MP:0005381,MP:0001862,MP:0000248,MP:0001175,MP:0000691,MP:0005370,MP:0008074,MP:0003717,MP:0002424,MP:0010771,MP:0002493,MP:0001265,MP:0008388,MP:0002083,MP:0002813,MP:0005097,MP:0003135,MP:0005026,MP:0000172,MP:0008102,MP:0000218,MP:0001386,MP:0005348,MP:0000240,MP:0011101,MP:0005639,MP:0002095,MP:0005386,MP:0000219,MP:0005344,MP:0005387,MP:0002082,MP:0031085,MP:0000611,MP:0002412,MP:0002642,MP:0000422,MP:0001625,MP:0010903,MP:0002812,MP:0005384,MP:0005385,MP:0000255,MP:0002591,MP:0005367,MP:0010019,MP:0000599,MP:0011087,MP:0002640,MP:0001923,MP:0005390,MP:0003868,MP:0005014,MP:0005015,MP:0002830,MP:0011086,MP:0000321,MP:0000598,MP:0005378,MP:0000208,MP:0000314,MP:0008828,MP:0005376,MP:0003631,MP:0002810,MP:0008078,MP:0005013,MP:0005388,MP:0001585,MP:0005397,MP:0002643,MP:0005096,MP:0000245,MP:0001924,MP:0005389,MP:0011188,MP:0010768,MP:0005369,MP:0005154,MP:0008826,MP:0003656,MP:0002397,MP:0002495,MP:0000689
MGI:97563	MP:0005389,MP:0005384
MGI:1891701	MP:0005376
MGI:3606242	MP:0005391,MP:0005385,MP:0005384
MGI:1347090	MP:0005384
MGI:1923215	MP:0005390,MP:0005382,MP:0005376,MP:0005378,MP:0005371
MGI:97578	MP:0010053,MP:0002715,MP:0010400,MP:0001552,MP:0005386,MP:0005375,MP:0008821,MP:0005370,MP:0000599,MP:0003961,MP:0005560,MP:0013245,MP:0000598,MP:0030974,MP:0002575,MP:0005584,MP:0013278,MP:0010768,MP:0005378,MP:0005391,MP:0001303,MP:0002981,MP:0005376,MP:0009356,MP:0010024
MGI:2136171	MP:0005382,MP:0005388,MP:0005384,MP:0005371,MP:0005385,MP:0005386,MP:0005367,MP:0005380,MP:0005390,MP:0010771,MP:0005389,MP:0010768,MP:0005378,MP:0005391,MP:0005379,MP:0005376
MGI:3031340	nan
MGI:2137226	nan
MGI:109164	MP:0005369,MP:0005384,MP:0005382,MP:0005380,MP:0010768,MP:0005385
MGI:3619066	nan
MGI:1915126	nan
MGI:1914625	MP:0005387,MP:0005376,MP:0005384,MP:0005397
MGI:2446117	nan
MGI:1917120	MP:0005386,MP:0005380,MP:0010768,MP:0005378,MP:0003631
MGI:2685009	nan
MGI:2444633	MP:0005391,MP:0005376,MP:0005385
MGI:3606480	MP:0005386,MP:0010768,MP:0003631
MGI:1918758	nan
MGI:2447362	MP:0005382,MP:0005387,MP:0005378,MP:0010768,MP:0005390,MP:0005379,MP:0005394,MP:0005397,MP:0005376,MP:0003631
MGI:3030327	nan
MGI:1201679	MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005386,MP:0005367,MP:0005370,MP:0005397,MP:0005380,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005379,MP:0005376,MP:0003631
MGI:1913421	MP:0010768
MGI:2685363	MP:0002006,MP:0005376
MGI:2444387	nan
MGI:3619325	nan
MGI:2443184	nan
MGI:3643580	nan
MGI:107498	MP:0010771,MP:0005387,MP:0005388,MP:0005385
MGI:101925	MP:0005381,MP:0005382,MP:0005378
MGI:2149021	MP:0005386,MP:0005376,MP:0003631
MGI:3625331	MP:0005376
MGI:2388633	nan
MGI:2681173	nan
MGI:2683546	nan
MGI:109284	MP:0005389,MP:0005387,MP:0005388,MP:0005385,MP:0005384,MP:0005371,MP:0005379,MP:0005397,MP:0003631
MGI:1096363	MP:0005376
MGI:2182540	MP:0010771,MP:0005378
MGI:1100526	MP:0005389,MP:0005378,MP:0005385,MP:0005384,MP:0005391,MP:0005375,MP:0005386,MP:0003631
MGI:1915139	nan
MGI:88491	MP:0005397,MP:0005378,MP:0005385,MP:0005371
MGI:96442	MP:0010286,MP:0008782,MP:0010337,MP:0004939,MP:0002020,MP:0008102,MP:0000688,MP:0005154,MP:0002023,MP:0000691,MP:0000702,MP:0005014,MP:0002026,MP:0003448
MGI:2151136	MP:0010768,MP:0005376
MGI:88114	MP:0005376,MP:0005381,MP:0005379
MGI:3779756	nan
MGI:2674311	MP:0005391,MP:0005389,MP:0005390
MGI:1859993	MP:0001861,MP:0002048,MP:0004007,MP:0002006,MP:0005387,MP:0005388,MP:0005385,MP:0003631
MGI:3031258	nan
MGI:1915428	MP:0005391,MP:0005389,MP:0005376
MGI:102501	nan
MGI:99214	MP:0005389,MP:0005384,MP:0005379
MGI:1923097	MP:0005387,MP:0005378,MP:0005384,MP:0005388,MP:0005369,MP:0010768,MP:0005386,MP:0005397,MP:0005376,MP:0003631
MGI:3045254	MP:0005389,MP:0005384,MP:0005379
MGI:2448514	MP:0005389,MP:0005390,MP:0005379
MGI:96439	MP:0005376,MP:0005378
MGI:2443061	nan
MGI:3031325	nan
MGI:2449975	MP:0005377,MP:0005386,MP:0005370,MP:0002006,MP:0005376,MP:0010768,MP:0003331,MP:0005384
MGI:1914945	nan
MGI:2135946	MP:0005387,MP:0005388,MP:0005385,MP:0005384,MP:0005369,MP:0005371,MP:0005391,MP:0005397,MP:0005376
MGI:3709605	nan
MGI:2442609	MP:0010771,MP:0005387,MP:0005378,MP:0005381,MP:0005371,MP:0005384,MP:0005385,MP:0005390,MP:0005375,MP:0005391,MP:0005397,MP:0005376,MP:0003631
MGI:103149	MP:0003631,MP:0005390,MP:0005386,MP:0005376,MP:0010768,MP:0005378,MP:0005371
MGI:1098550	MP:0005386,MP:0005382,MP:0010771,MP:0005376,MP:0005390,MP:0005378,MP:0005371
MGI:1351469	nan
MGI:87870	nan
MGI:107718	MP:0001850,MP:0001954,MP:0000432,MP:0000690,MP:0010405,MP:0000267,MP:0011252,MP:0014185,MP:0011249,MP:0005381,MP:0010422,MP:0000266,MP:0005370,MP:0006254,MP:0011083,MP:0010440,MP:0001544,MP:0010402,MP:0000276,MP:0004158,MP:0004157,MP:0003675,MP:0001406,MP:0010435,MP:0002639,MP:0011090,MP:0000644,MP:0011649,MP:0001891,MP:0005386,MP:0010406,MP:0010607,MP:0003283,MP:0008461,MP:0011253,MP:0004017,MP:0011254,MP:0006063,MP:0005387,MP:0011050,MP:0002082,MP:0001872,MP:0000650,MP:0002625,MP:0001944,MP:0008535,MP:0010412,MP:0005382,MP:0002135,MP:0010441,MP:0005384,MP:0005385,MP:0010854,MP:0005367,MP:0009705,MP:0005390,MP:0011055,MP:0011667,MP:0000440,MP:0003178,MP:0004110,MP:0001732,MP:0000598,MP:0010466,MP:0010487,MP:0005378,MP:0000445,MP:0011683,MP:0010808,MP:0010413,MP:0005376,MP:0003631,MP:0006061,MP:0005377,MP:0000439,MP:0011250,MP:0011510,MP:0005388,MP:0000519,MP:0005397,MP:0001963,MP:0003446,MP:0010460,MP:0004113,MP:0002766,MP:0004133,MP:0010768,MP:0000284,MP:0005369,MP:0005379,MP:0011511,MP:0000689,MP:0000297
MGI:1922715	MP:0005389,MP:0005375,MP:0005397,MP:0005376,MP:0010768,MP:0005378,MP:0005385
MGI:2384309	MP:0010768,MP:0005376,MP:0005378,MP:0005385
MGI:1923001	MP:0005380,MP:0010768,MP:0005378
MGI:5593461	MP:0005369,MP:0005385
MGI:3615275	MP:0005391,MP:0005376
MGI:2448573	MP:0005386,MP:0005387,MP:0010771,MP:0005367
MGI:1890386	nan
MGI:3651978	nan
MGI:3030165	nan
MGI:1920352	nan
MGI:1926074	MP:0005391,MP:0005386,MP:0005376,MP:0005385
MGI:2429637	MP:0005389,MP:0005386,MP:0005375,MP:0005379,MP:0005376,MP:0005390
MGI:894806	MP:0005387,MP:0005381,MP:0005378,MP:0005385,MP:0005369,MP:0005390,MP:0010768,MP:0005386,MP:0005367,MP:0005376
